Route ID:,Route Location:,Is this route predominantly residential or commercial/industrial/mixed use?,Select the statement that best describes the amount and distribution of litter in the street.,ObjectID,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,CreationDate,Analysis Neighborhoods,Evaluation Period,"Does any graffiti include offensive language  (e.g., racial slurs or profanity)?",Does any graffiti appear to be stenciled?,"Are there closed, unlabeled trash bags grouped together? (July 2023-June 2024 only)",Is the pile of item(s) more than 8ft in diameter? (July 2023-June 2024 only)
6996,Grove St BETWEEN Webster St AND Fillmore St,2,3,2881,0,2,0,,,,0,31,2,5,3,2,0,0,0,1,0,0,,,1,0,2,0,,0,,11/16/2022 04:22:10 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
69,Steiner St BETWEEN Waller St AND Haight St,2,4,2885,0,3,0,,,,68,1,3,5,2,0,0,0,0,0,0,1,13,,1,0,2,0,,0,,11/16/2022 05:29:06 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
10148,LOWELL ST BETWEEN HANOVER ST AND COUNTY LINE,2,2,2885,0,2,0,,,,0,4,23,5,6,0,0,0,0,0,0,0,,,1,0,1,0,,0,,02/28/2024 08:53:49 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
13771,Steiner St BETWEEN Duboce Ave AND Hermann St,2,4,2886,0,2,0,,,,0,46,0,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,11/16/2022 05:35:28 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
7644,LOWELL ST BETWEEN MISSION ST AND MORSE ST,1,2,2886,0,2,0,,,,0,2,19,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,02/28/2024 09:03:44 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
4643,CONCORD ST BETWEEN MISSION ST AND CROSS ST,1,3,2887,0,3,0,,,,0,0,3,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,02/28/2024 09:16:12 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
5790,Church St BETWEEN Hermann St AND Duboce Ave,2,4,2888,0,4,1,8,,0,7,12,12,1,,1,0,0,0,0,0,1,2,,1,0,2,0,,0,,11/16/2022 05:54:14 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
4351,ALLISON ST BETWEEN MISSION ST AND CROSS ST,2,4,2888,0,4,0,,,,0,1,0,1,,4,0,0,0,0,0,0,,,1,1,3,0,,0,,02/28/2024 09:22:40 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
6307,Buchanan St BETWEEN Market St AND Hermann St,2,4,2890,0,4,3,411,,0,3,23,1,5,6,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 06:11:32 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
1990,Spencer St BETWEEN Start: 1-99 Block AND 16Th St,1,3,2891,0,4,0,,,,6,18,0,5,2,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 06:34:59 PM,20 - Mission,January 2022 - December 2022,0,0,,
9870,ROLPH ST BETWEEN MORSE ST AND NAPLES ST,1,4,2891,0,2,0,,,,0,2,0,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,02/28/2024 09:44:59 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
429,16Th St BETWEEN Florida St AND Alabama St,1,3,2892,0,4,0,,,,80,101,5,5,3,1,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 07:24:37 PM,20 - Mission,January 2022 - December 2022,0,0,,
7253,GENEVA AVE BETWEEN NAPLES ST AND VIENNA ST,1,3,2892,0,3,0,,,,0,31,0,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,02/28/2024 09:55:39 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
3011,Alabama St BETWEEN Mariposa St AND 18Th St,1,4,2893,0,4,1,7,,0,30,101,0,5,2,1,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 07:37:29 PM,20 - Mission,January 2022 - December 2022,0,0,,
7254,GENEVA AVE BETWEEN EDINBURG ST AND NAPLES ST,1,2,2893,0,2,0,,,,6,4,1,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,02/28/2024 10:03:51 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
10160,South Van Ness Ave BETWEEN 15Th St AND Adair St,1,4,2894,0,4,5,34116,,0,44,67,0,5,5,0,0,0,0,1,0,0,,,1,0,2,0,,0,,11/16/2022 07:58:30 PM,20 - Mission,January 2022 - December 2022,0,0,,
14756,13Th St BETWEEN Folsom St AND South Van Ness Ave,1,4,2896,0,4,2,3,,0,26,101,42,5,12,3,3,0,0,1,0,0,,,1,0,2,0,,0,,11/16/2022 08:22:02 PM,20 - Mission,January 2022 - December 2022,0,0,,
8325,Laguna St BETWEEN Hermann St AND Waller St,1,3,2897,0,3,1,3,,0,0,31,2,1,,8,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 08:44:25 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
9828,Laguna St BETWEEN Haight St AND Page St,2,4,2898,0,4,0,,,,12,30,4,5,6,3,0,0,0,1,0,0,,,1,0,2,0,,0,,11/16/2022 08:52:25 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
6305,Buchanan St BETWEEN Waller St AND Haight St,2,3,2899,0,3,0,,,,5,22,8,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 09:08:21 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
9710,SAN JOSE AVE BETWEEN DAY ST AND DAY ST,2,2,2899,0,3,0,,,,10,3,5,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,02/29/2024 04:56:12 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
9600,Oak St BETWEEN Laguna St AND Buchanan St,2,4,2900,0,3,0,,,,3,12,6,4,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/16/2022 09:20:55 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
6297,Buchanan St BETWEEN Fell St AND Hayes St,2,4,2901,0,3,1,9,,0,1,10,3,1,,1,0,0,0,0,0,0,,,1,0,3,0,,0,,11/16/2022 09:27:35 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
16772,Webster St BETWEEN Fell St AND Hayes St,2,3,2902,0,3,0,,,,3,22,2,5,2,0,0,0,0,0,0,0,,,1,0,1,0,,0,,11/16/2022 09:35:53 PM,"18 - Hayes Valley, Haight Ashbury",January 2022 - December 2022,0,0,,
2396,25TH ST BETWEEN CAPP ST AND LILAC ST,2,2,2902,0,4,0,,,,38,49,8,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,02/29/2024 06:46:01 PM,20 - Mission,July 2023 - June 2024,0,0,,
2495,24TH ST BETWEEN SAN JOSE AVE AND GUERRERO ST,2,2,2903,0,3,0,,,,0,15,7,1,,0,0,0,0,1,0,0,,,1,1,2,0,,0,,02/29/2024 07:00:58 PM,20 - Mission,July 2023 - June 2024,0,0,,
4655,22ND ST BETWEEN AMES ST AND FAIR OAKS ST,2,2,2904,0,2,0,,,,0,3,3,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,02/29/2024 07:14:16 PM,20 - Mission,July 2023 - June 2024,0,0,,
12181,17TH ST BETWEEN ALBION ST AND DEARBORN ST,2,3,2907,0,2,0,,,,0,5,3,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,02/29/2024 08:04:44 PM,20 - Mission,July 2023 - June 2024,0,0,,
9027,LAPIDGE ST BETWEEN 18TH ST AND 19TH ST,2,3,2908,0,3,0,,,,60,37,11,1,,0,0,0,0,0,0,1,12,,1,0,2,0,,0,,02/29/2024 08:20:42 PM,20 - Mission,July 2023 - June 2024,0,0,,
8931,GUERRERO ST BETWEEN 17TH ST AND 18TH ST,2,2,2909,0,2,0,,,,74,35,13,1,,3,0,0,0,0,0,0,,,0,0,,0,,0,,02/29/2024 08:35:40 PM,20 - Mission,July 2023 - June 2024,0,0,,
10160,SOUTH VAN NESS AVE BETWEEN 15TH ST AND ADAIR ST,1,3,2915,0,4,0,,,,52,27,1,2,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,02/29/2024 10:21:34 PM,20 - Mission,July 2023 - June 2024,0,0,,
9868,Russ St BETWEEN Minna St AND Howard St,1,3,2920,0,4,2,7,,0,14,40,0,1,,4,0,0,0,0,0,0,,,1,0,1,0,,0,,11/17/2022 07:52:31 PM,23 - South of Market,January 2022 - December 2022,0,0,,
9527,NOE ST BETWEEN MARKET ST AND 17TH ST,2,3,2921,0,3,0,,,,0,11,2,1,,1,0,0,0,1,0,0,,,1,0,2,0,,0,,03/01/2024 05:17:56 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
1663,DIAMOND ST BETWEEN 17TH ST AND MARKET ST,2,2,2924,0,2,0,,,,0,2,4,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,03/01/2024 05:49:11 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
7024,NOE ST BETWEEN 15TH ST AND BEAVER ST,2,2,2926,0,2,0,,,,0,0,4,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/01/2024 06:16:38 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
9945,MASONIC AVE BETWEEN LOMA VISTA TER AND ROOSEVELT WAY,2,2,2927,0,3,0,,,,2,0,0,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,03/01/2024 07:10:48 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
9788,ROOSEVELT WAY BETWEEN LOWER TER AND SATURN ST,2,2,2928,0,2,0,,,,0,0,2,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,03/01/2024 07:24:40 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
12161,17TH ST BETWEEN TEMPLE ST AND MARS ST,2,2,2929,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,03/01/2024 07:34:54 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
14595,RACCOON DR BETWEEN TWIN PEAKS BLVD AND CROWN TER,2,2,2931,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,1,3,,0,0,,0,,0,,03/01/2024 07:59:50 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
5755,Cityview Way BETWEEN Midcrest Way AND Panorama Dr,2,2,2939,0,2,0,,,,0,0,1,2,1,0,0,0,0,0,0,1,13,,0,0,,0,,0,,11/29/2022 07:01:34 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
2894,Knollview Way BETWEEN Cityview Way AND Panorama Dr,2,2,2941,0,2,1,6,,0,0,0,1,2,1,0,0,0,0,0,0,1,1308,strretlamps,1,0,1,0,,0,,11/29/2022 07:24:15 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
3736,ATHENS ST BETWEEN FRANCE AVE AND ITALY AVE,2,3,2942,0,2,0,,,,0,0,3,2,1,3,0,0,0,0,0,0,,,1,0,2,0,,0,,03/06/2024 07:30:26 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
3992,M3 - CONGDON ST BETWEEN MAYNARD ST AND SILVER AVE,2,4,2944,0,5,0,,,,0,4,5,1,,1,0,0,0,0,0,0,,,1,0,3,0,,0,,03/06/2024 08:19:33 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
4240,BOSWORTH ST BETWEEN LIPPARD AVE AND CHILTON AVE,2,2,2945,0,3,0,,,,0,8,0,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,03/06/2024 08:41:26 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,,
7895,Folsom St BETWEEN 14th St AND 15th St,1,5,2947,0,4,4,182,,0,40,46,43,5,8,0,0,0,0,1,0,0,,,1,0,2,0,,1,126925,11/29/2022 08:10:34 PM,20 - Mission,January 2022 - December 2022,0,0,,
14697,10TH ST BETWEEN HOWARD ST AND FOLSOM ST,1,4,2947,0,3,0,,,,19,23,8,1,,7,0,0,0,0,0,0,,,1,1,3,0,,0,,03/06/2024 09:34:32 PM,23 - South of Market,July 2023 - June 2024,0,0,,
11352,JEFF ADACHI WAY BETWEEN BRYANT ST AND BRANNAN ST,1,3,2949,0,3,0,,,,17,18,7,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,03/06/2024 10:19:43 PM,23 - South of Market,July 2023 - June 2024,0,0,,
5291,07TH ST BETWEEN BRANNAN ST AND TOWNSEND ST,1,3,2950,0,3,0,,,,2,17,12,1,,2,0,0,0,0,0,0,,,1,1,3,0,,0,,03/06/2024 10:36:17 PM,23 - South of Market,July 2023 - June 2024,0,0,,
1663,Diamond St BETWEEN 17th St AND Market St,2,2,2951,0,2,0,,,,0,1,1,2,1,0,0,0,0,0,0,1,13,no parking sign,0,0,,0,,0,,11/29/2022 09:19:01 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
8752,Douglass St BETWEEN End AND 17th St,2,2,2954,0,2,0,,,,0,5,1,2,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/29/2022 09:33:00 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
12173,17th St BETWEEN Douglass St AND Ord St,2,2,2955,0,2,0,,,,0,1,0,2,1,0,0,0,0,1,0,0,,,0,1,1,0,,0,,11/29/2022 09:38:18 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
1321,HAMPSHIRE ST BETWEEN 26TH ST AND CESAR CHAVEZ ON RAMP,2,3,2955,0,3,0,,,,1,3,2,5,2,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/07/2024 06:41:37 PM,20 - Mission,July 2023 - June 2024,0,0,,
10598,Levant St BETWEEN States St AND Lower Ter,2,2,2957,0,2,0,,,,1,1,0,2,1,0,0,0,0,0,0,0,,,1,1,3,0,,0,,11/29/2022 10:02:43 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
9788,Roosevelt Way BETWEEN Clifford Ter AND 17th St,2,2,2958,0,2,1,6,,0,1,6,0,2,1,2,0,0,0,0,0,0,,,1,1,2,0,,0,,11/29/2022 10:24:30 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
14848,POTRERO AVE BETWEEN 19TH ST AND 20TH ST,2,3,2958,0,4,0,,,,23,20,7,1,,0,0,0,0,1,0,0,,,1,1,3,0,,0,,03/07/2024 07:28:10 PM,20 - Mission,July 2023 - June 2024,0,0,,
9020,Hattie St BETWEEN Corbett Ave AND Market St,2,2,2959,0,2,0,,,,0,2,0,2,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/29/2022 10:54:14 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
4500,18th St BETWEEN Douglass St AND Hattie St,2,2,2960,0,2,0,,,,0,21,0,2,1,0,0,0,0,1,0,0,,,1,0,1,0,,0,,11/29/2022 11:07:49 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
4534,19TH ST BETWEEN TREAT AVE AND FOLSOM ST,1,3,2960,0,5,0,,,,101,78,1,5,2,0,0,0,0,0,0,0,,,0,0,,0,,0,,03/07/2024 07:55:23 PM,20 - Mission,July 2023 - June 2024,0,0,,
486,Danvers St BETWEEN 18th St AND Caselli Ave,2,2,2961,0,2,0,,,,0,2,0,2,1,0,0,0,0,0,0,0,,,1,1,2,0,,0,,11/29/2022 11:20:37 PM,3 - Castro/Upper Market,January 2022 - December 2022,0,0,,
9741,SANTA MARINA ST BETWEEN PROSPECT AVE AND ELSIE ST,2,2,2961,0,2,0,,,,0,2,2,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/07/2024 09:12:44 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
1969,EUGENIA AVE BETWEEN VIRGINIA AVE AND BONVIEW ST,2,2,2962,0,2,0,,,,0,5,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,03/07/2024 09:19:16 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
1909,EUGENIA AVE BETWEEN BOCANA ST AND WOOL ST,2,2,2963,0,2,0,,,,0,4,2,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,03/07/2024 09:26:55 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
1619,ESMERALDA AVE BETWEEN WINFIELD ST AND ELSIE ST,2,2,2964,0,2,0,,,,0,8,0,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,03/07/2024 09:38:46 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
11596,San Jose Ave BETWEEN 25th St AND 26th St,2,2,2968,0,3,1,11,,0,0,1,0,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,11/30/2022 07:45:12 PM,20 - Mission,January 2022 - December 2022,0,0,,
2845,22ND ST BETWEEN YORK ST AND BRYANT ST,2,3,2969,0,4,0,,,,4,7,18,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,03/07/2024 11:29:52 PM,20 - Mission,July 2023 - June 2024,0,0,,
8457,Juri St BETWEEN San Jose Ave AND End,2,2,2970,0,1,0,,,,0,1,0,1,,0,0,0,0,0,0,1,3,,0,0,,0,,0,,11/30/2022 08:02:46 PM,20 - Mission,January 2022 - December 2022,0,0,,
1436,BRYANT ST BETWEEN 21ST ST AND 22ND ST,2,2,2970,0,4,0,,,,5,17,13,3,9,2,0,0,0,1,0,0,,,1,1,3,1,0,1,1,03/07/2024 11:41:56 PM,20 - Mission,July 2023 - June 2024,0,0,,
3832,Broadway BETWEEN Hyde St AND Morrell Pl,2,2,2971,0,2,0,,,,6,3,0,4,2,0,0,0,0,0,0,0,,,1,0,1,0,,0,,11/30/2022 08:07:44 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
2490,24th St BETWEEN Guerrero St AND Dolores St,2,3,2972,0,3,4,57,,0,6,53,19,1,,1,0,0,0,1,0,0,,,1,0,3,0,,1,6,11/30/2022 08:28:00 PM,20 - Mission,January 2022 - December 2022,0,0,,
12228,16TH ST BETWEEN RHODE ISLAND ST AND KANSAS ST,1,3,2972,0,3,0,,,,2,32,0,1,,4,0,0,0,0,0,0,,,1,1,3,0,,1,45,03/08/2024 12:20:16 AM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
8703,Leavenworth St BETWEEN Pacific Ave AND Broadway,2,3,2974,0,3,0,,,,3,7,2,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/30/2022 08:38:14 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
11448,San Jose Ave BETWEEN 22nd St AND 23rd St,2,4,2975,0,3,5,4117,,0,8,3,4,4,3,0,0,0,0,0,0,0,,,1,1,3,0,,0,,11/30/2022 08:48:09 PM,20 - Mission,January 2022 - December 2022,0,0,,
8947,Leavenworth St BETWEEN Jackson St AND Pacific Ave,2,3,2976,0,3,0,,,,0,1,2,4,2,2,0,0,0,0,0,0,,,1,0,3,0,,0,,11/30/2022 08:50:22 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
12085,Wall Pl BETWEEN Jackson St AND End,2,3,2978,0,4,0,,,,2,3,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,11/30/2022 09:07:56 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
4841,26th St BETWEEN Mission St AND South Van Ness Ave,2,4,2979,0,4,2,82,,0,37,66,16,4,1,1,0,0,0,1,1,1,12,,1,0,2,0,,0,,11/30/2022 09:19:44 PM,20 - Mission,January 2022 - December 2022,0,0,,
10749,Horace St BETWEEN 25th St AND 26th St,2,3,2980,0,3,9,673,,0,101,26,32,4,1,0,0,0,0,0,0,1,3,,1,0,1,0,,0,,11/30/2022 09:45:55 PM,20 - Mission,January 2022 - December 2022,0,0,,
23,20TH ST BETWEEN ARKANSAS ST AND WISCONSIN ST,2,3,2980,0,3,0,,,,0,2,1,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/08/2024 06:29:43 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
2404,25th St BETWEEN Folsom St AND Shotwell St,2,3,2981,0,3,11,4753,,0,23,16,24,3,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,11/30/2022 10:03:20 PM,20 - Mission,January 2022 - December 2022,0,0,,
13519,CONNECTICUT ST BETWEEN 19TH ST AND 20TH ST,2,2,2982,0,2,0,,,,0,4,0,2,1,1,0,0,0,0,0,0,,,1,1,3,0,,0,,03/08/2024 06:44:04 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
12926,Lucky St BETWEEN 25th St AND 26th St,2,2,2983,0,3,4,534,,0,30,18,23,4,1,0,0,0,0,0,0,1,3,,1,0,1,0,,0,,11/30/2022 10:19:00 PM,20 - Mission,January 2022 - December 2022,0,0,,
16412,TEXAS ST BETWEEN 20TH ST AND SIERRA ST,2,3,2983,0,3,0,,,,0,3,2,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,03/08/2024 06:57:47 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
27,20TH ST BETWEEN MISSISSIPPI ST AND TEXAS ST,2,2,2984,0,2,0,,,,0,4,1,1,,1,0,0,0,0,0,0,,,1,1,3,0,,0,,03/08/2024 07:02:30 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
3950,Arlington St BETWEEN Randall St AND Fairmount St,2,2,2986,0,2,0,,,,0,15,1,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,11/30/2022 10:52:59 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
7575,DORLAND ST BETWEEN CHURCH ST AND SANCHEZ ST,2,2,2986,0,2,0,,,,3,6,9,1,,2,0,0,0,0,0,0,,,1,0,3,0,,0,,03/08/2024 07:55:11 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
4544,Fairmount St BETWEEN Arlington St AND Chenery St,2,2,2987,0,2,1,4,,0,0,3,1,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/30/2022 11:01:16 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
74,19TH ST BETWEEN CHURCH ST AND SANCHEZ ST,2,3,2987,0,3,0,,,,0,5,6,2,1,0,0,0,0,0,0,0,,,1,0,3,0,,0,,03/08/2024 08:08:42 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
14640,Quincy St BETWEEN Start: 1-99 Block AND Pine St,1,3,2988,0,3,3,576,,0,41,15,3,1,,0,0,0,0,0,0,1,3,,1,0,3,0,,0,,11/30/2022 11:11:41 PM,17 - Financial District/South Beach,January 2022 - December 2022,0,0,,
10201,SANCHEZ ST BETWEEN HANCOCK ST AND 19TH ST,2,2,2988,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,03/08/2024 08:17:19 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
3947,Arlington St BETWEEN Fairmount St AND Charles St,2,3,2989,0,2,0,,,,0,4,0,4,2,0,0,0,0,0,0,0,,,1,0,1,0,,0,,11/30/2022 11:12:51 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
5963,CASTRO ST BETWEEN 18TH ST AND 19TH ST,1,2,2989,0,2,0,,,,4,8,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,1,125,03/08/2024 08:27:56 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,,
8790,Miguel St BETWEEN Laidley St AND Chenery St,2,2,2992,0,2,0,,,,0,5,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,11/30/2022 11:33:31 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
1217,LAWTON ST BETWEEN 17TH AVE AND 18TH AVE,2,2,2992,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/08/2024 10:28:32 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,,
8714,Laidley St BETWEEN Fairmount St AND Miguel St,2,2,2994,0,2,6,53,,0,1,3,0,1,,0,0,0,0,0,0,1,13,,1,0,3,0,,0,,11/30/2022 11:42:05 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
15512,Whitney St BETWEEN Fairmount St AND Chenery St,2,2,2995,0,2,1,4,,0,0,1,1,1,,1,0,0,0,0,0,1,13,,1,0,1,0,,0,,11/30/2022 11:54:48 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
6724,HOLLY PARK CIR BETWEEN HIGHLAND AVE AND PARK ST,2,1,2995,,1,0,,,,0,1,1,1,,0,0,0,0,0,0,1,3,,0,0,,0,,0,,03/12/2024 05:38:18 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
15020,Pine St BETWEEN Saint George Aly AND Quincy St,1,3,2996,0,3,0,,,,8,8,18,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,11/30/2022 11:54:54 PM,17 - Financial District/South Beach,January 2022 - December 2022,0,0,,
12332,MOULTRIE ST BETWEEN TOMPKINS AVE AND OGDEN AVE,2,3,2996,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,03/12/2024 05:48:19 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
2181,California St BETWEEN Grant Ave AND Stockton St,2,3,2997,0,3,0,,,,18,24,35,1,,2,0,0,0,1,0,0,,,1,0,3,0,,0,,12/01/2022 12:11:38 AM,21 - Chinatown,January 2022 - December 2022,0,0,,
7726,FOLSOM ST BETWEEN TOMPKINS AVE AND OGDEN AVE,2,2,2997,0,2,0,,,,0,5,3,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,03/12/2024 05:57:37 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
10121,PUTNAM ST BETWEEN JARBOE AVE AND TOMPKINS AVE,2,4,2998,0,3,0,,,,0,2,6,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,03/12/2024 06:11:30 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
7729,FOLSOM ST BETWEEN EUGENIA AVE AND CORTLAND AVE,2,3,3000,0,3,0,,,,0,17,4,1,,0,0,0,0,1,0,0,,,1,1,3,0,,0,,03/12/2024 06:47:35 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,,
